QuestionId,ConstructId,ConstructName,SubjectId,SubjectName,CorrectAnswer,QuestionText,AnswerAText,AnswerBText,AnswerCText,AnswerDText,MisconceptionAId,MisconceptionBId,MisconceptionCId,MisconceptionDId,resp_A,resp_B,resp_C,resp_D,total_responses,pct_A,pct_B,pct_C,pct_D
1093,2792,Identify the mode from a frequency table,340,Averages and Range from Frequency Table,A,"This table shows the ages of people on a university running team.

What is the modal age? \begin{tabular}{|c|c|l|}
\hline Age & Frequency & \\
\hline \( 18 \) & \( 7 \) & \\
\hline \( 19 \) & \( 3 \) & \\
\hline \( 20 \) & \( 1 \) & \\
\hline \( 21 \) & \( 2 \) & \\
\hline
\end{tabular}",\( 18 \),\( 19.5 \),\( 7 \),\( 21 \),,1264.0,1364.0,1186.0,10,7,148,20,185,5.405405405405405,3.783783783783784,80.0,10.81081081081081
1094,3272,Multiply 2 digit integers by 2 digit integers using long multiplication,207,Written Multiplication,A,\( \begin{array}{r}\quad58 \\ \times 22 \\ \hline\end{array} \) What number will be in the ones/units column of the final answer?,\( 6 \),\( 0 \),\( 1 \),\( 16 \),,345.0,60.0,,4,7,34,4,49,8.16326530612245,14.285714285714285,69.38775510204081,8.16326530612245
1095,460,Write numbers greater than 1 in standard form,47,Standard Form,A,"\[
300200
\]
Write this number using standard form",\( 3.002 \times 10^{5} \),\( 3.2 \times 10^{5} \),\( 3.002 \times 10^{6} \),\( 3.2 \times 10^{6} \),,702.0,1571.0,702.0,36,184,63,34,317,11.35646687697161,58.0441640378549,19.873817034700316,10.725552050473187
1096,1377,"Calculate the midpoint between two coordinates in 2D, where all the values are integers but at least one is negative",408,Midpoint Between Two Co-ordinates,A,"What is the midpoint of \( (4,3) \) and \( (1,-5) \) ?","\( (2.5,-1) \)","\( (5,-2) \)","\( (2.5,-4) \)",Impossible as you can't have a decimal coordinate,,2427.0,,1611.0,300,37,56,41,434,69.12442396313364,8.525345622119817,12.903225806451612,9.44700460829493
1097,1101,Generate an ascending integer linear sequence from the nth term rule,171,Linear Sequences (nth term),B,"What is the first term of the sequence given by this rule:
\[
4 n+3
\]",\( 4 \),\( 7 \),\( 3 \),\( 43 \),2376.0,,936.0,,57,92,220,1506,1875,3.04,4.906666666666667,11.733333333333333,80.32000000000001
1098,1632,Divide algebraic fractions involving non-linear expressions,1079,Multiplying and Dividing Algebraic Fractions,D,"STEP \( 3 \)

Which of the options is the final answer, expressed as simply as possible?
\(
\begin{aligned}
& \frac{3 x+1}{3} \div \frac{9 x^{2}-1}{12} \\
= & \frac{3 x+1}{3} \times \frac{12}{9 x^{2}-1} \\
= & \frac{3 x+1}{3} \times \frac{12}{(3 x-1)(3 x+1)}
\end{aligned}
\)",\( \frac{12}{9 x-1} \),\( \frac{4(3 x+1)}{(3 x-1)(3 x+1)} \),\( \frac{5}{3 x} \),\( \frac{4}{3 x-1} \),363.0,1593.0,2078.0,,12,83,96,6,197,6.091370558375635,42.13197969543147,48.73096446700508,3.0456852791878175
1099,849,Round the elements of a calculation to one significant figure to perform an estimation,216,Estimation,A,"Julie wants to estimate the answer to this calculation by rounding each number to \( 1 \) significant figure.

\[
87.4 \times 0.3727
\]

What number should replace \( \mathbf{8 7 . 4} \) in her estimation?",\( 90 \),\( 87 \),\( 88 \),\( 80 \),,37.0,1248.0,1379.0,468,25,53,51,597,78.39195979899498,4.1876046901172534,8.877721943048575,8.542713567839195
1100,1428,Factorise a quadratic expression in the form x² + bx + c,53,Factorising into a Double Bracket,A,"Factorise this expression, if possible:
\(
p^{2}+5 p+6
\)",\( (p+2)(p+3) \),\( (p+6)(p+1) \),\( (p+6)(p-1) \),Does not factorise,,1535.0,418.0,,27,33,63,505,628,4.2993630573248405,5.254777070063694,10.031847133757962,80.4140127388535
1101,700,"Given information about one part, work out other parts",241,Sharing in a Ratio,A,"Josh and Lucy share some money in the ratio \( 3: 7 \)

Josh receives \( £ 84 \).

How much money does Lucy receive?",\( £ 196 \),\( £ 58.80 \),\( £ 28 \),\( £ 36 \),,624.0,1659.0,2262.0,7,8,11,170,196,3.571428571428571,4.081632653061225,5.612244897959184,86.73469387755102
1102,238,Order negative decimals with the same number of digits,210,Ordering Negative Numbers,D,"Here are the depths below sea level of \( 3 \) creatures:
Tuna: \( -2.6 m \)
Ray: \( -6 m \)
Ling: \( -1.5 \mathrm{~m} \)
Arrange their depths in ascending order, starting with the deepest","\( 1^{\text {st }} \) Tuna
\( 2^{\text {nd }} \) Ling
\( 3^{\text {rd }} \) Ray","\( 1^{\text {st }} \) Ling
\( 2^{\text {nd }} \) Ray
\( 3^{\text {rd }} \) Tuna",\( \begin{array}{l}1^{\text {st }} \text { Ling } \\ 2^{\text {nd }} \text { Tuna } \\ 3^{\text {rd }} \text { Ray }\end{array} \),\( 1^{\text {st }} \) Ray \( 2^{\text {nd }} \) Tuna \( 3^{\text {rd }} \) Ling,2237.0,,2185.0,,1219,79,74,148,1520,80.19736842105263,5.197368421052632,4.868421052631579,9.736842105263158
1103,1400,"Calculate the distance between two coordinates in 2D, where all the values are integers but at least one is negative",410,Distance Between Two Co-ordinates,A,"Amy is trying to work out the distance between these two points: \( (2,-5) \) and \( (-7,1) \) She labels them like this: \( \begin{array}{cccc}x_{1} & y_{1} & x_{2} & y_{2} \\ (2, & -5) & (-7, & 1)\end{array} \) And then decides to use this formula: \( \sqrt{\left(x_{2}-x_{1}\right)^{2}+\left(y_{2}-y_{1}\right)^{2}} \) What does the first bracket equal?",\( (-9)^{2} \),\( (-5)^{2} \),\( (9)^{2} \),\( (5)^{2} \),,55.0,1510.0,,94,119,217,562,992,9.475806451612904,11.995967741935484,21.875,56.653225806451616
1104,2758,Calculate the mean as an average from a list of data,108,Pictogram,C,"What is the mean of this set of data?
\[
5, \quad 2, \quad 0, \quad 2, \quad 3
\]",\( 2 \),\( 3 \),\( 2.4 \),\( 2.5 \),377.0,1623.0,,,5,56,20,405,486,1.02880658436214,11.522633744855968,4.11522633744856,83.33333333333334
1105,3176,"For a given algebraic input, find the output of a function machine",649,Function Machines,D,Which of the following pairs of function machines are correct?,"\(a \Rightarrow \times2  \Rightarrow -5\Rightarrow 2a-5\) 

\(a \Rightarrow \times2  \Rightarrow -5\Rightarrow 2(a-5)\) ","\(a \Rightarrow -5  \Rightarrow \times2\Rightarrow 2a-5\) 

\(a \Rightarrow -5  \Rightarrow \times2\Rightarrow 2(a-5)\) ","\(a \Rightarrow -5 \Rightarrow \times2 \Rightarrow 2a-5\) 

\(a \Rightarrow \times2  \Rightarrow -5\Rightarrow 2(a-5)\) ","\(a \Rightarrow \times2  \Rightarrow -5\Rightarrow 2a-5\) 

\(a \Rightarrow -5  \Rightarrow \times2\Rightarrow 2(a-5)\) ",77.0,77.0,77.0,,16,23,37,60,136,11.76470588235294,16.911764705882355,27.205882352941174,44.11764705882353
1106,1962,Recall the formulae for the trigonometric ratios,279,Right-angled Triangles (SOHCAHTOA),D,"\(
\bigstar=\frac{\text { Hypotenuse }}{\text { Opposite }}
\)

What should replace the star?",\( \sin (\theta) \),\( \cos (\theta) \),\( \tan (\theta) \),None of these,1819.0,404.0,2466.0,,242,368,1487,140,2237,10.818059901654001,16.450603486812696,66.47295485024587,6.258381761287439
1107,1446,Recognise whether you need to add or subtract linear equations in order to eliminate a variable,63,Simultaneous Equations,A,"Tom and Katie are discussing this pair of simultaneous equations: \( \begin{array}{l}3 x-2 y=15 \\ x+2 y=20\end{array} \) Tom says if you add the two equations together you will eliminate a variable

Katie says if you subtract the two equations together you will eliminate a variable

Who is correct?","Only
Tom","Only
Katie",Both Tom and Katie,Neither is correct,,1274.0,930.0,,37,630,103,87,857,4.3173862310385065,73.51225204200699,12.018669778296383,10.15169194865811
1108,403,"Calculate the whole amount, given a fraction of the amount",225,Fractions of an Amount,D,"Here is a number card 
\( \frac{1}{6} \) of \( A \) is \( 12 \) 
What is \( \frac{1}{8} \) of \( A \) ? ![A pink rounded rectangle with a capital A typed inside]()",\( 0.25 \),\( 4 \),\( 72 \),\( 9 \),1847.0,1847.0,791.0,,66,69,1,1,137,48.175182481751825,50.36496350364964,0.7299270072992701,0.7299270072992701
1109,4,Count a number of objects,172,Quadratic Sequences,C,"\[
1,3,6,10, \ldots \text { ? }
\]

Which pattern matches the sequence above?",![The square numbers represented by green circles arranged into squares.](),"![The cube numbers represented by small, pale, blue cubes arranged into larger cubes]()",![The triangle numbers represented by dark blue circles arranged into triangles.](),"![A sequence represented using red circles arranged in a pattern so that the first term has one red dot and then an additional two dots are added underneath this one red dot for the second term. For the third term another two red dots are added underneath and for the fourth term, two more added underneath the previous pattern.]()",142.0,142.0,,108.0,12,11,125,9,157,7.643312101910828,7.006369426751593,79.61783439490446,5.7324840764331215
1110,483,Raise a positive integer to a positive integer power,245,"Squares, Cubes, etc",C,"Tom and Katie are arguing about powers.
\( m \) and \( n \) are integers

Tom says there is no value of \( m \) that means \( 2^{m} \) ends in \( 0 \).
Katie says there is no value of \( n \) that means \( 5^{n} \) ends in \( 0 \).
Who is correct?","Only
Tom","Only
Katie",Both Tom and Katie,Neither is correct,557.0,557.0,,557.0,23,11,1033,11,1078,2.1335807050092765,1.0204081632653061,95.82560296846012,1.0204081632653061
1111,638,Use direct proportion to solve unitary missing amounts in problems (e.g. recipes),243,Direct Proportion,C,"Eight bottles of water cost \( £ 3.60 \).

How much does one bottle of water cost?",\( £ 28.80 \),\( 30 p \),\( 45 p \),\( £ 3.53 \),1028.0,,,1123.0,24,85,237,96,442,5.429864253393665,19.230769230769234,53.619909502262445,21.71945701357466
1112,578,Calculate percentage of an amount mentally where the percent is greater than 100,233,Percentages of an Amount,B,What is \( 120 \% \) of \( 50 \) ?,\( 10 \),\( 60 \),\( 70 \),You cannot have percentages greater than \( 100 \),1313.0,,2206.0,1601.0,330,687,179,209,1405,23.487544483985765,48.89679715302491,12.740213523131672,14.875444839857652
1113,275,Carry out division problems involving two negative integers,212,Multiplying and Dividing Negative Numbers,C,\( (-3) \div(-5)= \),\( 8 \),\( -8 \),\( 0.6 \),\( -0.6 \),,,,1400.0,21,263,97,10,391,5.3708439897698215,67.26342710997443,24.808184143222505,2.557544757033248
1114,1385,Calculate a positive fractional gradient between two coordinates where all values are positive,409,Gradient Between Two Co-ordinates,A,"Max is working out the gradient between these two points. He has worked out the lengths of the triangle.
What is the gradient? ![A coordinate grid with a right angled triangle drawn on it. The hypotenuse of the triangle is between the coordinates (1,2) and (7,5). The base of the triangle is labelled with 6 and the perpendicular height of the triangle is labelled with 3.]()",\( \frac{1}{2} \),\( 3 \),\( 2 \),\( 18 \),,1635.0,1704.0,439.0,97,53,44,25,219,44.29223744292237,24.200913242009133,20.091324200913242,11.415525114155251
1115,1493,Solve quadratic equations using the quadratic formula where the coefficient of x² is not 1 ,65,Quadratic Equations,A,"One of these quadratic equations will give no real solutions.
Which one?",\( \frac{-6 \pm \sqrt{-12}}{3} \),\( \frac{-6 \pm \sqrt{12}}{-3} \),\( \frac{-6 \pm \sqrt{1200}}{3} \),\( \frac{-6 \pm \sqrt{0}}{3} \),,540.0,540.0,1694.0,64,3,0,2,69,92.7536231884058,4.3478260869565215,0.0,2.898550724637681
1116,3176,"For a given algebraic input, find the output of a function machine",649,Function Machines,B,Which of the following pairs of function machines are correct?,"![2 function machines both with 4 rectangles in a row and joined by arrows pointing from left to right. The first function machine has ""p"" written inside the first rectangle on the left and ""input"" written above it; it has ""✕ 2"" written inside the next rectangle, ""−3"" written inside the next rectangle and the final rectangle on the right has ""output"" written above it and ""2p − 3"" written inside it.
The first function machine has ""p"" written inside the first rectangle on the left and ""input"" written above it; it has ""✕ 2"" written inside the next rectangle, ""−3"" written inside the next rectangle and the final rectangle on the right has ""output"" written above it and ""2(p − 3)"" written inside it.
]()","![2 function machines both with 4 rectangles in a row and joined by arrows pointing from left to right. The first function machine has ""p"" written inside the first rectangle on the left and ""input"" written above it; it has ""✕ 2"" written inside the next rectangle, ""−3"" written inside the next rectangle and the final rectangle on the right has ""output"" written above it and ""2p − 3"" written inside it.
 The second function machine has ""p"" written inside the first rectangle on the left and ""input"" written above it; it has  ""−3"" written inside the next rectangle, ""✕ 2""  written inside the next rectangle and the final rectangle on the right has ""output"" written above it and ""2(p − 3)"" written inside it.]()","![2 function machines both with 4 rectangles in a row and joined by arrows pointing from left to right. The first function machine has ""p"" written inside the first rectangle on the left and ""input"" written above it; it has ""−3"" written inside the next rectangle, ""✕ 2"" written inside the next rectangle and the final rectangle on the right has ""output"" written above it and ""2p − 3"" written inside it.
 The second function machine has ""p"" written inside the first rectangle on the left and ""input"" written above it; it has ""✕ 2"" written inside the next rectangle, ""−3"" written inside the next rectangle and the final rectangle on the right has ""output"" written above it and ""2(p − 3)"" written inside it.]()","![2 function machines both with 4 rectangles in a row and joined by arrows pointing from left to right. The first function machine has ""p"" written inside the first rectangle on the left and ""input"" written above it; it has ""−3"" written inside the next rectangle, ""✕ 2"" written inside the next rectangle and the final rectangle on the right has ""output"" written above it and ""2p − 3"" written inside it.
 The second function machine has ""p"" written inside the first rectangle on the left and ""input"" written above it; it has  ""−3"" written inside the next rectangle, ""✕ 2""  written inside the next rectangle and the final rectangle on the right has ""output"" written above it and ""2(p − 3)"" written inside it.]()",77.0,,77.0,77.0,280,1047,128,84,1539,18.19363222871995,68.03118908382066,8.317089018843404,5.458089668615984
1117,580,Find the whole amount given a percentage of the amount mentally,233,Percentages of an Amount,A,What should replace the star? ![A number line from 0% to 100% with 20% labelled with 90 and a star above the 100%](),\( 450 \),\( 1800 \),\( 70 \),\( 18 \),,,,1184.0,7,15,67,22,111,6.306306306306306,13.513513513513514,60.36036036036037,19.81981981981982
1118,2635,Identify whether two shapes are similar or not,90,Length Scale Factors in Similar Shapes,D,Tom and Katie are discussing similarity. Who is correct? Tom says these two rectangles are similar ![Two rectangles of different sizes. One rectangle has width 2cm and height 3cm. The other rectangle has width 4cm and height 9cm. ]() Katie says these two rectangles are similar ![Two rectangles of different sizes. One rectangle has width 4cm and height 6cm. The other rectangle has width 7cm and height 9cm. ](),Only Tom,Only Katie,Both Tom and Katie,Neither is correct,293.0,912.0,293.0,,5,5,29,1,40,12.5,12.5,72.5,2.5
1119,2028,Convert between cm and m,195,Length Units,B,How should you write \( 5 \) kilometres and \( 7 \) centimetres in metres?,\( 5070 \mathrm{~m} \),\( 5000.07 \mathrm{~m} \),\( 5007 \mathrm{~m} \),\( 5700 \mathrm{~m} \),549.0,,1547.0,549.0,148,101,34,322,605,24.462809917355372,16.694214876033058,5.619834710743802,53.223140495867774
